"id","price","brand","model","year","mileage","color","state","country","title_status"
1183,11100,dodge,caravan,2017,51469,gray,north carolina, usa,clean vehicle
1184,15600,dodge,journey,2019,31237,charcoal,north carolina, usa,clean vehicle
1185,16900,dodge,journey,2019,30186,silver,north carolina, usa,clean vehicle
1186,15300,dodge,journey,2019,41956,silver,north carolina, usa,clean vehicle
1187,16600,dodge,journey,2019,30727,black,north carolina, usa,clean vehicle
1188,21800,dodge,durango,2017,38956,black,pennsylvania, usa,clean vehicle
1189,36500,dodge,charger,2018,22036,white,virginia, usa,clean vehicle
1190,26300,dodge,durango,2019,26462,red,georgia, usa,clean vehicle
1191,20900,dodge,challenger,2019,23143,red,georgia, usa,clean vehicle
1192,20100,dodge,challenger,2019,17340,gray,georgia, usa,clean vehicle
1193,26700,dodge,charger,2019,29749,gray,georgia, usa,clean vehicle
1194,23900,dodge,charger,2019,35248,white,georgia, usa,clean vehicle
1195,14500,dodge,caravan,2018,40417,no_color,florida, usa,clean vehicle
1196,23000,dodge,durango,2017,30309,gray,virginia, usa,clean vehicle
1197,15000,dodge,journey,2018,42303,red,north carolina, usa,clean vehicle
1198,15000,dodge,journey,2018,35326,white,north carolina, usa,clean vehicle
1199,28500,ford,door,2017,92100,white,texas, usa,clean vehicle
1200,28000,ford,door,2017,99375,white,texas, usa,clean vehicle
1201,9000,ford,door,2017,72418,gray,texas, usa,clean vehicle
1202,28700,ford,doors,2015,29733,ruby red metallic tinted clearcoat,connecticut, usa,clean vehicle
1203,25000,ford,door,2017,119439,white,texas, usa,clean vehicle
1204,17347,ford,doors,2015,54396,black,massachusetts, usa,clean vehicle
1205,13800,ford,door,2016,91606,white,texas, usa,clean vehicle
1206,25888,ford,doors,2015,2807,black,new jersey, usa,clean vehicle
1207,8500,ford,fusion,2017,78739,black,tennessee, usa,clean vehicle
1208,21289,ford,doors,2015,71955,gray,new york, usa,clean vehicle
1209,17999,ford,doors,2015,48472,triple yellow tri-coat,new jersey, usa,clean vehicle
1210,2700,ford,door,2012,98470,blue,texas, usa,clean vehicle
1211,30977,ford,doors,2015,28937,competition orange,pennsylvania, usa,clean vehicle
1212,13799,ford,doors,2015,83693,red,new jersey, usa,clean vehicle
1213,20500,ford,srw,2014,90888,white,arizona, usa,clean vehicle
1214,8500,ford,drw,2012,216942,white,texas, usa,clean vehicle
1215,9900,ford,door,2015,205796,white,florida, usa,clean vehicle
1216,65500,ford,srw,2019,6500,black,indiana, usa,clean vehicle
1217,24500,ford,wagon,2018,39943,white,florida, usa,clean vehicle
1218,32500,ford,explorer,2020,5920,silver,missouri, usa,clean vehicle
1219,9200,ford,fusion,2018,71478,blue,pennsylvania, usa,clean vehicle
1220,17700,ford,door,2017,119520,silver,pennsylvania, usa,clean vehicle
1221,18300,ford,fusion,2020,10882,white,california, usa,clean vehicle
1222,43500,ford,srw,2019,29010,gray,illinois, usa,clean vehicle
1223,15200,ford,door,2016,69003,white,pennsylvania, usa,clean vehicle
1224,36200,ford,srw,2019,16207,no_color,illinois, usa,clean vehicle
1225,21900,ford,mustang,2018,29748,red,new jersey, usa,clean vehicle
1226,20700,ford,wagon,2019,25582,white,california, usa,clean vehicle
1227,12300,ford,fusion,2019,24520,gray,california, usa,clean vehicle
1228,4200,ford,door,2016,104383,blue,pennsylvania, usa,clean vehicle
1229,19500,ford,transit,2019,34164,white,california, usa,clean vehicle
1230,14300,ford,fusion,2020,6975,silver,california, usa,clean vehicle
1231,13700,ford,van,2016,67150,white,pennsylvania, usa,clean vehicle
1232,13200,ford,door,2015,100820,white,pennsylvania, usa,clean vehicle
1233,6200,ford,door,2014,142286,white,pennsylvania, usa,clean vehicle
1234,6500,ford,door,2015,60015,black,pennsylvania, usa,clean vehicle
1235,1500,ford,door,2013,126381,gray,pennsylvania, usa,clean vehicle
1236,2200,ford,door,2013,128753,black,pennsylvania, usa,clean vehicle
1237,4200,ford,door,2013,0,no_color,pennsylvania, usa,clean vehicle
1238,8700,ford,van,2013,64598,white,pennsylvania, usa,clean vehicle
1239,3200,ford,door,2012,111532,black,pennsylvania, usa,clean vehicle
1240,9000,ford,door,2012,149346,black,pennsylvania, usa,clean vehicle
1241,20000,ford,edge,2018,43567,silver,illinois, usa,clean vehicle
1242,33000,ford,door,2017,36004,white,texas, usa,clean vehicle
1243,23300,ford,f-150,2019,10935,white,south carolina, usa,clean vehicle
1244,8750,ford,van,2017,150484,white,illinois, usa,clean vehicle
1245,11975,ford,door,2012,122014,white,texas, usa,clean vehicle
1246,23600,ford,transit,2019,19363,white,south carolina, usa,clean vehicle
1247,12000,ford,explorer,2016,42902,black,texas, usa,clean vehicle
1248,30900,ford,f-150,2018,401,red,indiana, usa,clean vehicle
1249,23900,ford,transit,2019,11077,white,south carolina, usa,clean vehicle
1250,40400,ford,f-150,2018,34100,black,indiana, usa,clean vehicle
1251,38000,ford,srw,2019,30018,white,minnesota, usa,clean vehicle
1252,27000,ford,flex,2019,18279,white,illinois, usa,clean vehicle
1253,24000,ford,transit,2019,7373,white,south carolina, usa,clean vehicle
1254,30000,ford,ranger,2019,2590,gray,wisconsin, usa,clean vehicle
1255,16200,ford,fusion,2019,41662,white,south carolina, usa,clean vehicle
1256,30000,ford,flex,2019,15019,gray,wisconsin, usa,clean vehicle
1257,23900,ford,transit,2019,9420,white,south carolina, usa,clean vehicle
1258,13800,ford,taurus,2018,41864,white,missouri, usa,clean vehicle
1259,23700,ford,transit,2019,16829,white,south carolina, usa,clean vehicle
1260,24300,ford,f-150,2018,6290,gray,illinois, usa,clean vehicle
1261,54900,ford,srw,2019,14393,black,nevada, usa,clean vehicle
1262,22500,ford,taurus,2018,14599,white,wisconsin, usa,clean vehicle
1263,39000,ford,f-150,2018,25839,gray,illinois, usa,clean vehicle
1264,13900,ford,escape,2018,60715,gray,wisconsin, usa,clean vehicle
1265,24700,ford,explorer,2018,23350,red,illinois, usa,clean vehicle
1266,20100,ford,transit,2018,62386,white,california, usa,clean vehicle
1267,22000,ford,mustang,2018,6248,red,illinois, usa,clean vehicle
1268,38200,ford,mustang,2019,878,green,florida, usa,clean vehicle
1269,24400,ford,transit,2018,49710,white,california, usa,clean vehicle
1270,35000,ford,mustang,2018,2042,blue,illinois, usa,clean vehicle
1271,18600,ford,flex,2019,7742,white,florida, usa,clean vehicle
1272,22700,ford,transit,2018,39733,white,california, usa,clean vehicle
1273,38000,ford,f-150,2018,33701,black,illinois, usa,clean vehicle
1274,17000,ford,door,2014,67542,red,illinois, usa,clean vehicle
1275,17500,ford,escape,2017,35095,gray,wisconsin, usa,clean vehicle
1276,23200,ford,f-150,2019,8652,white,michigan, usa,clean vehicle
1277,30700,ford,explorer,2017,51107,red,wisconsin, usa,clean vehicle
1278,23500,ford,transit,2019,14987,white,michigan, usa,clean vehicle
1279,26400,ford,edge,2017,28252,blue,wisconsin, usa,clean vehicle
1280,23500,ford,transit,2019,16009,white,michigan, usa,clean vehicle
1281,38000,ford,door,2017,47866,white,wisconsin, usa,clean vehicle
1282,23600,ford,transit,2019,11004,white,michigan, usa,clean vehicle
1283,19300,ford,edge,2017,42895,gray,wisconsin, usa,clean vehicle
1284,23200,ford,f-150,2019,9490,white,michigan, usa,clean vehicle
1285,13800,ford,door,2017,39027,no_color,wisconsin, usa,clean vehicle
1286,23600,ford,transit,2019,13466,white,michigan, usa,clean vehicle
1287,23200,ford,f-150,2019,8737,white,michigan, usa,clean vehicle
1288,40000,ford,door,2017,23960,red,wisconsin, usa,clean vehicle
1289,23400,ford,f-150,2019,5562,white,michigan, usa,clean vehicle
1290,23600,ford,transit,2019,13763,white,michigan, usa,clean vehicle
1291,23000,ford,f-150,2019,10444,white,michigan, usa,clean vehicle
1292,25500,ford,door,2017,41696,black,wisconsin, usa,clean vehicle
1293,23500,ford,transit,2019,15787,white,michigan, usa,clean vehicle
1294,29900,ford,door,2017,9167,white,wisconsin, usa,clean vehicle
1295,23200,ford,transit,2019,17541,white,michigan, usa,clean vehicle
1296,50500,ford,f-150,2017,24686,silver,wisconsin, usa,clean vehicle
1297,23400,ford,transit,2019,15210,white,michigan, usa,clean vehicle
1298,24500,ford,transit,2017,54601,white,wisconsin, usa,clean vehicle
1299,49000,ford,mustang,2017,2205,black,illinois, usa,clean vehicle
1300,25400,ford,transit,2017,35691,white,wisconsin, usa,clean vehicle
1301,23000,ford,flex,2017,32788,silver,illinois, usa,clean vehicle
1302,6000,ford,door,2012,180471,gray,minnesota, usa,clean vehicle
1303,22400,ford,edge,2016,42925,black,wisconsin, usa,clean vehicle
1304,22500,ford,edge,2016,37385,black,wisconsin, usa,clean vehicle
1305,25200,ford,edge,2019,15415,gray,virginia, usa,clean vehicle
1306,36000,ford,door,2016,20047,white,wisconsin, usa,clean vehicle
1307,26700,ford,edge,2019,16884,black,virginia, usa,clean vehicle
1308,30500,ford,door,2016,57936,gray,wisconsin, usa,clean vehicle
1309,26700,ford,edge,2019,15244,black,virginia, usa,clean vehicle
1310,25000,ford,edge,2019,19842,gray,virginia, usa,clean vehicle
1311,35200,ford,door,2016,38830,white,wisconsin, usa,clean vehicle
1312,30300,ford,f-150,2019,31899,white,tennessee, usa,clean vehicle
1313,25000,ford,door,2016,69305,no_color,illinois, usa,clean vehicle
1314,26500,ford,door,2016,46098,red,wisconsin, usa,clean vehicle
1315,21600,ford,mustang,2019,29457,gray,virginia, usa,clean vehicle
1316,18800,ford,edge,2016,30765,no_color,wisconsin, usa,clean vehicle
1317,21500,ford,mustang,2019,29096,red,virginia, usa,clean vehicle
1318,9000,ford,door,2016,40437,no_color,new jersey, usa,clean vehicle
1319,16700,ford,cutaway,2015,69004,white,wisconsin, usa,clean vehicle
1320,16800,ford,cutaway,2015,65179,white,wisconsin, usa,clean vehicle
1321,15700,ford,cutaway,2015,75862,white,wisconsin, usa,clean vehicle
1322,16800,ford,cutaway,2015,68319,white,wisconsin, usa,clean vehicle
1323,19500,ford,door,2015,80354,gray,wisconsin, usa,clean vehicle
1324,20500,ford,door,2015,51441,black,wisconsin, usa,clean vehicle
1325,17400,ford,cutaway,2015,70954,white,wisconsin, usa,clean vehicle
1326,17500,ford,door,2014,92500,red,wisconsin, usa,clean vehicle
1327,26000,ford,door,2014,66367,silver,illinois, usa,clean vehicle
1328,56700,ford,f-150,2019,13884,white,kentucky, usa,clean vehicle
1329,5000,ford,door,2013,202565,no_color,wisconsin, usa,clean vehicle
1330,40200,ford,f-150,2019,26484,no_color,kentucky, usa,clean vehicle
1331,54000,ford,door,2013,703,red,illinois, usa,clean vehicle
1332,65200,ford,max,2019,18138,white,kentucky, usa,clean vehicle
1333,32500,ford,srw,2017,28007,white,minnesota, usa,clean vehicle
1334,25500,ford,transit,2019,11251,white,illinois, usa,clean vehicle
1335,63000,ford,srw,2019,11640,no_color,illinois, usa,clean vehicle
1336,44000,ford,srw,2019,10763,white,illinois, usa,clean vehicle
1337,70000,ford,drw,2019,9643,no_color,illinois, usa,clean vehicle
1338,56200,ford,srw,2019,33930,gray,kentucky, usa,clean vehicle
1339,35000,ford,srw,2019,26451,white,wisconsin, usa,clean vehicle
1340,57700,ford,srw,2019,21101,red,kentucky, usa,clean vehicle
1341,74000,ford,drw,2019,10536,no_color,illinois, usa,clean vehicle
1342,60200,ford,srw,2019,31744,white,kentucky, usa,clean vehicle
1343,60000,ford,srw,2018,18062,black,illinois, usa,clean vehicle
1344,63000,ford,srw,2018,17942,black,illinois, usa,clean vehicle
1345,22500,ford,door,2014,43646,black,wisconsin, usa,clean vehicle
1346,8300,ford,energi,2014,71989,gray,wisconsin, usa,clean vehicle
1347,8300,ford,door,2012,138328,white,wisconsin, usa,clean vehicle
1348,21000,ford,door,2013,95386,brown,wisconsin, usa,clean vehicle
1349,19300,ford,fusion,2019,23740,black,mississippi, usa,clean vehicle
1350,16400,ford,fusion,2019,36064,gray,alabama, usa,clean vehicle
1351,27300,ford,f-150,2019,18805,gray,mississippi, usa,clean vehicle
1352,26400,ford,cab,2012,151035,white,wisconsin, usa,clean vehicle
1353,35100,ford,mustang,2019,10099,red,mississippi, usa,clean vehicle
1354,41500,ford,f-150,2018,9800,black,new jersey, usa,clean vehicle
1355,34100,ford,mustang,2019,10483,white,mississippi, usa,clean vehicle
1356,28600,ford,f-150,2019,17544,no_color,california, usa,clean vehicle
1357,34100,ford,mustang,2019,10167,red,mississippi, usa,clean vehicle
1358,28700,ford,ranger,2019,11457,gray,california, usa,clean vehicle
1359,24700,ford,edge,2019,26590,no_color,california, usa,clean vehicle
1360,46500,ford,expedition,2019,35346,black,california, usa,clean vehicle
1361,29000,ford,f-150,2019,12953,black,california, usa,clean vehicle
1362,25500,ford,edge,2019,26693,silver,california, usa,clean vehicle
1363,39500,ford,f-150,2019,25071,yellow,california, usa,clean vehicle
1364,33100,ford,f-150,2019,33538,yellow,california, usa,clean vehicle
1365,30500,ford,f-150,2019,9915,gray,california, usa,clean vehicle
1366,3600,ford,fiesta,2018,1,silver,arizona, usa,clean vehicle
1367,16800,ford,fusion,2019,9910,red,california, usa,clean vehicle
1368,24000,ford,f-150,2019,16765,gray,texas, usa,clean vehicle
1369,58500,ford,expedition,2019,4970,gray,california, usa,clean vehicle
1370,55000,ford,door,2017,43964,black,texas, usa,clean vehicle
1371,28800,ford,f-150,2019,40785,silver,california, usa,clean vehicle
1372,26800,ford,door,2015,108998,white,new jersey, usa,clean vehicle
1373,36000,ford,max,2018,58576,gray,wisconsin, usa,clean vehicle
1374,20000,ford,wagon,2018,55475,white,wisconsin, usa,clean vehicle
1375,46700,ford,drw,2019,35929,black,alabama, usa,clean vehicle
1376,42800,ford,srw,2019,21669,silver,alabama, usa,clean vehicle
1377,21800,ford,mustang,2018,16079,no_color,california, usa,clean vehicle
1378,18800,ford,mustang,2018,41147,white,california, usa,clean vehicle
1379,18800,ford,flex,2018,45798,black,california, usa,clean vehicle
1380,30200,ford,f-150,2018,21703,red,california, usa,clean vehicle
1381,27500,ford,explorer,2018,22284,black,california, usa,clean vehicle
1382,37500,ford,transit,2018,24567,white,california, usa,clean vehicle
1383,19100,ford,mustang,2018,30594,silver,california, usa,clean vehicle
1384,17100,ford,flex,2018,52747,white,california, usa,clean vehicle
1385,13500,ford,escape,2018,21592,silver,florida, usa,clean vehicle
1386,54500,ford,srw,2018,19853,blue,california, usa,clean vehicle
1387,9000,ford,fiesta,2018,25201,gray,florida, usa,clean vehicle
1388,16400,ford,f-150,2020,10351,black,pennsylvania, usa,clean vehicle
1389,17000,ford,fusion,2020,1117,gray,pennsylvania, usa,clean vehicle
1390,24800,ford,door,2017,37279,gold,california, usa,clean vehicle
1391,26800,ford,door,2017,30113,red,california, usa,clean vehicle
1392,19400,ford,door,2017,27570,white,california, usa,clean vehicle
1393,20000,ford,flex,2017,45188,silver,california, usa,clean vehicle
1394,7000,ford,door,2012,149712,silver,texas, usa,clean vehicle
1395,25100,ford,explorer,2017,25030,gold,california, usa,clean vehicle
1396,2000,ford,door,2013,105743,gray,oklahoma, usa,salvage insurance
1397,18200,ford,fusion,2020,9861,black,pennsylvania, usa,clean vehicle
1398,14200,ford,fusion,2018,1751,red,illinois, usa,clean vehicle
1399,56500,ford,door,2017,30629,red,california, usa,clean vehicle
1400,2000,ford,door,2016,52883,gray,oklahoma, usa,salvage insurance
1401,26500,ford,van,2020,122,white,pennsylvania, usa,clean vehicle
1402,34300,ford,srw,2019,28534,white,florida, usa,clean vehicle
1403,43500,ford,f-150,2017,80699,black,california, usa,clean vehicle
1404,3500,ford,door,2016,72851,white,oklahoma, usa,salvage insurance
1405,37200,ford,srw,2019,24078,white,florida, usa,clean vehicle
1406,12800,ford,door,2017,38639,orange,california, usa,clean vehicle
1407,15000,ford,door,2013,146807,silver,texas, usa,salvage insurance
1408,12500,ford,door,2017,31871,silver,california, usa,clean vehicle
1409,21500,ford,f-150,2017,76876,gray,california, usa,clean vehicle
1410,17300,ford,fusion,2019,28070,white,north carolina, usa,clean vehicle
1411,27000,ford,explorer,2017,3189,silver,california, usa,clean vehicle
1412,31800,ford,el,2017,28359,white,florida, usa,clean vehicle
1413,13000,ford,door,2017,42890,gray,california, usa,clean vehicle
1414,31800,ford,el,2017,29328,silver,florida, usa,clean vehicle
1415,46300,ford,door,2016,47531,black,california, usa,clean vehicle
1416,6000,ford,door,2015,57345,gray,missouri, usa,clean vehicle
1417,22800,ford,door,2016,67546,silver,california, usa,clean vehicle
1418,45000,ford,expedition,2019,18153,white,pennsylvania, usa,clean vehicle
1419,49500,ford,expedition,2019,17689,black,pennsylvania, usa,clean vehicle
1420,3000,ford,van,2012,137171,white,missouri, usa,clean vehicle
1421,20000,ford,door,2015,63445,gray,california, usa,clean vehicle
1422,25300,ford,edge,2019,26422,black,pennsylvania, usa,clean vehicle
1423,4000,ford,door,2015,149319,white,south carolina, usa,salvage insurance
1424,45500,ford,expedition,2019,18767,gray,pennsylvania, usa,clean vehicle
1425,9100,ford,fiesta,2018,38289,silver,minnesota, usa,clean vehicle
1426,48000,ford,expedition,2019,22960,black,pennsylvania, usa,clean vehicle
1427,47000,ford,max,2019,17263,blue,pennsylvania, usa,clean vehicle
1428,49500,ford,expedition,2019,16981,black,pennsylvania, usa,clean vehicle
1429,31200,ford,wagon,2019,13058,black,pennsylvania, usa,clean vehicle
1430,18500,ford,door,2014,45887,white,california, usa,clean vehicle
1431,15500,ford,escape,2019,21740,silver,pennsylvania, usa,clean vehicle
1432,30500,ford,wagon,2019,17707,black,pennsylvania, usa,clean vehicle
1433,45500,ford,max,2019,19121,silver,pennsylvania, usa,clean vehicle
1434,31500,ford,wagon,2019,18856,black,pennsylvania, usa,clean vehicle
1435,11000,ford,door,2013,84752,white,new jersey, usa,clean vehicle
1436,46500,ford,max,2019,19555,white,pennsylvania, usa,clean vehicle
1437,31500,ford,wagon,2019,16340,black,pennsylvania, usa,clean vehicle
1438,32000,ford,f-150,2018,17242,white,ohio, usa,clean vehicle
1439,23900,ford,edge,2019,28733,black,pennsylvania, usa,clean vehicle
1440,31500,ford,wagon,2019,16019,black,pennsylvania, usa,clean vehicle
1441,18500,ford,taurus,2016,75580,black,ohio, usa,clean vehicle
1442,1500,ford,door,2013,113444,white,georgia, usa,salvage insurance
1443,46000,ford,max,2019,19227,white,pennsylvania, usa,clean vehicle
1444,31500,ford,wagon,2019,13633,black,pennsylvania, usa,clean vehicle
1445,14700,ford,van,2015,37739,white,new jersey, usa,clean vehicle
1446,2700,ford,door,2013,103541,green,michigan, usa,salvage insurance
1447,47500,ford,expedition,2019,24072,blue,pennsylvania, usa,clean vehicle
1448,31500,ford,wagon,2019,17657,black,pennsylvania, usa,clean vehicle
1449,8900,ford,door,2014,77392,red,new jersey, usa,clean vehicle
1450,7000,ford,door,2019,11930,white,michigan, usa,salvage insurance
1451,49000,ford,expedition,2019,19731,red,pennsylvania, usa,clean vehicle
1452,31500,ford,wagon,2019,15581,black,pennsylvania, usa,clean vehicle
1453,8900,ford,door,2014,70181,black,new jersey, usa,clean vehicle
1454,48000,ford,max,2019,16143,black,pennsylvania, usa,clean vehicle
1455,50000,ford,max,2019,17995,black,pennsylvania, usa,clean vehicle
1456,47300,ford,max,2019,23926,black,pennsylvania, usa,clean vehicle
1457,45000,ford,f-150,2017,57929,black,louisiana, usa,clean vehicle
1458,49000,ford,max,2019,20758,silver,pennsylvania, usa,clean vehicle
1459,40200,ford,f-150,2019,10028,gray,texas, usa,clean vehicle
1460,48000,ford,max,2019,21051,black,pennsylvania, usa,clean vehicle
1461,5000,ford,door,2015,136307,silver,louisiana, usa,clean vehicle
1462,8200,ford,bus,2013,105880,silver,new jersey, usa,clean vehicle
1463,49000,ford,max,2019,19985,white,pennsylvania, usa,clean vehicle
1464,4000,ford,door,2015,102590,gray,louisiana, usa,clean vehicle
1465,39000,ford,expedition,2019,27612,silver,pennsylvania, usa,clean vehicle
1466,29000,ford,door,2015,90855,white,louisiana, usa,clean vehicle
1467,46500,ford,max,2019,19936,silver,pennsylvania, usa,clean vehicle
1468,7805,ford,door,2015,64495,gray,louisiana, usa,clean vehicle
1469,22000,ford,mustang,2018,39477,gray,texas, usa,clean vehicle
1470,18800,ford,max,2019,25698,black,pennsylvania, usa,clean vehicle
1471,33000,ford,door,2015,73849,blue,louisiana, usa,clean vehicle
1472,39500,ford,expedition,2019,25422,black,pennsylvania, usa,clean vehicle
1473,16900,ford,door,2015,47866,black,louisiana, usa,clean vehicle
1474,42500,ford,max,2019,31236,white,pennsylvania, usa,clean vehicle
1475,39500,ford,expedition,2019,26755,gray,pennsylvania, usa,clean vehicle
1476,25500,ford,f-150,2018,49177,blue,illinois, usa,clean vehicle
1477,49500,ford,max,2019,20749,white,pennsylvania, usa,clean vehicle
1478,25000,ford,f-150,2018,15003,white,illinois, usa,clean vehicle
1479,40000,ford,f-150,2019,12247,black,pennsylvania, usa,clean vehicle
1480,26000,ford,f-150,2018,1,black,illinois, usa,clean vehicle
1481,29500,ford,f-150,2019,10808,silver,pennsylvania, usa,clean vehicle
1482,23000,ford,f-150,2019,11263,white,oklahoma, usa,clean vehicle
1483,25500,ford,f-150,2018,42307,black,illinois, usa,clean vehicle
1484,44500,ford,f-150,2019,17484,gray,pennsylvania, usa,clean vehicle
1485,15600,ford,escape,2019,37106,blue,missouri, usa,clean vehicle
1486,23100,ford,f-150,2019,9539,white,oklahoma, usa,clean vehicle
1487,37000,ford,f-150,2019,2384,gray,pennsylvania, usa,clean vehicle
1488,14500,ford,fusion,2019,20590,gray,missouri, usa,clean vehicle
1489,23000,ford,f-150,2019,13896,white,oklahoma, usa,clean vehicle
1490,26500,ford,f-150,2019,9451,gray,pennsylvania, usa,clean vehicle
1491,18000,ford,fusion,2017,31657,red,missouri, usa,clean vehicle
1492,35700,ford,expedition,2019,33907,brown,oklahoma, usa,clean vehicle
1493,31000,ford,f-150,2019,10028,black,pennsylvania, usa,clean vehicle
1494,2000,ford,door,2013,175640,no_color,missouri, usa,clean vehicle
1495,40400,ford,max,2019,30770,white,oklahoma, usa,clean vehicle
1496,43600,ford,f-150,2019,15141,black,pennsylvania, usa,clean vehicle
1497,22600,ford,f-150,2019,18431,white,oklahoma, usa,clean vehicle
1498,26000,ford,f-150,2019,9604,white,pennsylvania, usa,clean vehicle
1499,23200,ford,f-150,2019,9516,white,oklahoma, usa,clean vehicle
1500,29000,ford,f-150,2019,9718,silver,pennsylvania, usa,clean vehicle
1501,22800,ford,f-150,2019,16506,white,oklahoma, usa,clean vehicle
1502,3450,ford,door,2015,192108,white,oregon, usa,salvage insurance
1503,31000,ford,f-150,2019,11028,white,pennsylvania, usa,clean vehicle
1504,22900,ford,f-150,2019,11313,white,oklahoma, usa,clean vehicle
1505,3000,ford,door,2014,141595,red,oregon, usa,salvage insurance
1506,28000,ford,f-150,2019,12886,silver,pennsylvania, usa,clean vehicle
1507,23200,ford,f-150,2019,9556,white,oklahoma, usa,clean vehicle
1508,27000,ford,f-150,2019,13269,blue,pennsylvania, usa,clean vehicle
1509,22800,ford,f-150,2019,16770,white,oklahoma, usa,clean vehicle
1510,31500,ford,f-150,2019,13526,red,pennsylvania, usa,clean vehicle
1511,23400,ford,transit,2019,16391,white,oklahoma, usa,clean vehicle
1512,28000,ford,f-150,2019,11437,white,pennsylvania, usa,clean vehicle
1513,23400,ford,transit,2019,17964,white,oklahoma, usa,clean vehicle
1514,28000,ford,f-150,2018,5440,blue,texas, usa,clean vehicle
1515,24900,ford,f-150,2019,13035,white,pennsylvania, usa,clean vehicle
1516,23500,ford,transit,2019,15759,white,oklahoma, usa,clean vehicle
1517,36000,ford,f-150,2018,30002,gray,texas, usa,clean vehicle
1518,28700,ford,f-150,2019,13673,white,pennsylvania, usa,clean vehicle
1519,16000,ford,fusion,2018,24480,silver,oregon, usa,clean vehicle
1520,31000,ford,f-150,2019,13230,white,pennsylvania, usa,clean vehicle
1521,16500,ford,f-150,2017,137789,white,oregon, usa,clean vehicle
1522,28500,ford,f-150,2019,13516,white,pennsylvania, usa,clean vehicle
1523,10800,ford,escape,2017,81660,black,oregon, usa,clean vehicle
1524,28500,ford,f-150,2019,11763,white,pennsylvania, usa,clean vehicle
1525,25000,ford,explorer,2017,34165,gold,oregon, usa,clean vehicle
1526,31000,ford,f-150,2019,13458,white,pennsylvania, usa,clean vehicle
1527,7800,ford,door,2016,104867,black,oregon, usa,clean vehicle
1528,28500,ford,f-150,2019,14004,white,pennsylvania, usa,clean vehicle
1529,9500,ford,door,2016,69829,silver,oregon, usa,clean vehicle
1530,28500,ford,f-150,2019,13405,silver,pennsylvania, usa,clean vehicle
1531,14500,ford,door,2016,96151,black,oregon, usa,clean vehicle
1532,25000,ford,f-150,2019,12688,black,pennsylvania, usa,clean vehicle
1533,14500,ford,door,2016,116519,white,oregon, usa,clean vehicle
1534,28500,ford,f-150,2019,12260,white,pennsylvania, usa,clean vehicle
1535,12100,ford,door,2016,29367,silver,oregon, usa,clean vehicle
1536,29400,ford,f-150,2019,18982,white,pennsylvania, usa,clean vehicle
1537,24700,ford,f-150,2019,23795,silver,california, usa,clean vehicle
1538,8700,ford,door,2016,76572,gray,oregon, usa,clean vehicle
1539,29500,ford,f-150,2019,15964,white,pennsylvania, usa,clean vehicle
1540,25800,ford,f-150,2019,28117,silver,california, usa,clean vehicle
1541,17500,ford,door,2016,116730,blue,oregon, usa,clean vehicle
1542,23900,ford,f-150,2019,21055,brown,pennsylvania, usa,clean vehicle
1543,22900,ford,f-150,2019,27794,black,california, usa,clean vehicle
1544,19500,ford,edge,2016,56995,black,oregon, usa,clean vehicle
1545,29500,ford,f-150,2019,16625,gray,pennsylvania, usa,clean vehicle
1546,24500,ford,f-150,2019,27689,gray,california, usa,clean vehicle
1547,11000,ford,door,2016,39851,black,oregon, usa,clean vehicle
1548,22400,ford,f-150,2019,31727,black,pennsylvania, usa,clean vehicle
1549,15700,ford,escape,2019,31586,gray,california, usa,clean vehicle
1550,11000,ford,door,2015,33717,black,oregon, usa,clean vehicle
1551,28000,ford,f-150,2019,18418,black,pennsylvania, usa,clean vehicle
1552,13500,ford,fusion,2019,39013,black,california, usa,clean vehicle
1553,7300,ford,f-150,2013,125451,white,oregon, usa,clean vehicle
1554,25100,ford,f-150,2019,21346,black,pennsylvania, usa,clean vehicle
1555,24100,ford,transit,2019,21150,white,california, usa,clean vehicle
1556,6500,ford,f-150,2014,103862,white,oregon, usa,clean vehicle
1557,10500,ford,f-150,2019,22001,red,pennsylvania, usa,clean vehicle
1558,16900,ford,fusion,2019,31261,gray,california, usa,clean vehicle
1559,6000,ford,door,2013,140870,white,oregon, usa,clean vehicle
1560,28500,ford,f-150,2019,14358,white,pennsylvania, usa,clean vehicle
1561,16200,ford,fusion,2019,41672,silver,california, usa,clean vehicle
1562,6500,ford,f-150,2013,95655,white,oregon, usa,clean vehicle
1563,24500,ford,flex,2019,19493,gray,pennsylvania, usa,clean vehicle
1564,16500,ford,fusion,2019,36956,black,california, usa,clean vehicle
1565,56500,ford,door,2017,23223,gold,texas, usa,clean vehicle
1566,10400,ford,fusion,2019,13085,gray,pennsylvania, usa,clean vehicle
1567,22800,ford,explorer,2018,36124,silver,oklahoma, usa,clean vehicle
1568,26500,ford,flex,2019,19147,white,pennsylvania, usa,clean vehicle
1569,23800,ford,flex,2019,24993,red,pennsylvania, usa,clean vehicle
1570,24700,ford,f-150,2018,41127,white,oklahoma, usa,clean vehicle
1571,12400,ford,fusion,2019,32365,black,pennsylvania, usa,clean vehicle
1572,16600,ford,fusion,2019,27774,white,pennsylvania, usa,clean vehicle
1573,11200,ford,door,2015,105027,blue,oklahoma, usa,clean vehicle
1574,15900,ford,fusion,2019,27806,silver,pennsylvania, usa,clean vehicle
1575,7700,ford,door,2015,54198,blue,oklahoma, usa,clean vehicle
